bash-4.4# time kafka-producer-perf-test.sh --topic testes-de-performance --num-records 10000000 --throughput -1 --record-size 1000 --producer.config opt/kafka/config/producer.prope
rties
70401 records sent, 13844.8 records/sec (13.20 MB/sec), 1226.0 ms avg latency, 2978.0 ms max latency.
[2022-02-12 20:11:42,949] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-63 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,949] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4078 on topic-partition testes-de-performance-60, retrying (2147483644 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,949] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-60 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,949] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4078 on topic-partition testes-de-performance-93, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,949] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-93 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,949] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4078 on topic-partition testes-de-performance-39, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,949] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-39 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,949] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4078 on topic-partition testes-de-performance-9, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,949] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-9 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,949] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4078 on topic-partition testes-de-performance-3, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,949] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-3 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,953] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4078 on topic-partition testes-de-performance-36, retrying (2147483644 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,958] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-36 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,958] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4078 on topic-partition testes-de-performance-102, retrying (2147483644 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,958] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-102 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,958] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4078 on topic-partition testes-de-performance-48, retrying (2147483644 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:42,958] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-48 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,326] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4079 on topic-partition testes-de-performance-24, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,332] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-24 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,334] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4079 on topic-partition testes-de-performance-90, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,339] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-90 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,340] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4079 on topic-partition testes-de-performance-84, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,344] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-84 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,345] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4079 on topic-partition testes-de-performance-60, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,348] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-60 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,355] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4079 on topic-partition testes-de-performance-39, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,356] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-39 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,360] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4079 on topic-partition testes-de-performance-9, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,361] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-9 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,363] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4079 on topic-partition testes-de-performance-3, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,373] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-3 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,375] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4079 on topic-partition testes-de-performance-36, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,377] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-36 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,378] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4079 on topic-partition testes-de-performance-48, retrying (2147483645 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,379] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-48 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,414] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4084 on topic-partition testes-de-performance-24, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,416] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-24 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,437] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4084 on topic-partition testes-de-performance-90, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,438] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-90 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,439] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4084 on topic-partition testes-de-performance-84, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,440] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-84 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,442] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4084 on topic-partition testes-de-performance-60, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,443] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-60 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,444] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4084 on topic-partition testes-de-performance-39, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,445] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-39 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,446] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4084 on topic-partition testes-de-performance-9, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,446] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-9 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,447] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4084 on topic-partition testes-de-performance-3, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,448] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-3 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,449] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4084 on topic-partition testes-de-performance-48, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,450] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-48 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,482] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4095 on topic-partition testes-de-performance-84, retrying (2147483643 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,483] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-84 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,494] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4095 on topic-partition testes-de-performance-39, retrying (2147483644 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,495] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-39 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,495] WARN [Producer clientId=producer-1] Got error produce response with correlation id 4095 on topic-partition testes-de-performance-48, retrying (2147483643 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:11:44,495] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-48 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
94944 records sent, 18973.6 records/sec (18.09 MB/sec), 1534.6 ms avg latency, 8722.0 ms max latency.
85776 records sent, 17103.9 records/sec (16.31 MB/sec), 1906.8 ms avg latency, 9910.0 ms max latency.
87728 records sent, 17531.6 records/sec (16.72 MB/sec), 1679.3 ms avg latency, 10866.0 ms max latency.
94272 records sent, 18531.9 records/sec (17.67 MB/sec), 1842.6 ms avg latency, 11186.0 ms max latency.
113840 records sent, 22564.9 records/sec (21.52 MB/sec), 1596.6 ms avg latency, 9458.0 ms max latency.
97824 records sent, 19564.8 records/sec (18.66 MB/sec), 1463.6 ms avg latency, 8493.0 ms max latency.
62668 records sent, 12506.1 records/sec (11.93 MB/sec), 2154.8 ms avg latency, 10185.0 ms max latency.
81913 records sent, 16359.7 records/sec (15.60 MB/sec), 2119.9 ms avg latency, 11618.0 ms max latency.
74880 records sent, 14898.5 records/sec (14.21 MB/sec), 2094.6 ms avg latency, 12276.0 ms max latency.
74576 records sent, 14906.3 records/sec (14.22 MB/sec), 2151.5 ms avg latency, 11681.0 ms max latency.
74080 records sent, 14713.0 records/sec (14.03 MB/sec), 2284.3 ms avg latency, 11825.0 ms max latency.
80945 records sent, 16130.9 records/sec (15.38 MB/sec), 2045.9 ms avg latency, 12380.0 ms max latency.
99428 records sent, 19849.9 records/sec (18.93 MB/sec), 1881.0 ms avg latency, 12276.0 ms max latency.
110880 records sent, 22153.8 records/sec (21.13 MB/sec), 1521.3 ms avg latency, 9943.0 ms max latency.
99568 records sent, 19802.7 records/sec (18.89 MB/sec), 1752.0 ms avg latency, 8893.0 ms max latency.
103232 records sent, 20592.9 records/sec (19.64 MB/sec), 1682.6 ms avg latency, 9297.0 ms max latency.
102752 records sent, 20542.2 records/sec (19.59 MB/sec), 1468.8 ms avg latency, 8185.0 ms max latency.
103659 records sent, 20579.5 records/sec (19.63 MB/sec), 1509.0 ms avg latency, 8877.0 ms max latency.
96784 records sent, 19306.6 records/sec (18.41 MB/sec), 1739.5 ms avg latency, 9299.0 ms max latency.
120016 records sent, 24003.2 records/sec (22.89 MB/sec), 1468.8 ms avg latency, 9291.0 ms max latency.
107627 records sent, 21525.4 records/sec (20.53 MB/sec), 1479.8 ms avg latency, 9314.0 ms max latency.
102885 records sent, 20564.7 records/sec (19.61 MB/sec), 1507.9 ms avg latency, 8835.0 ms max latency.
114848 records sent, 22969.6 records/sec (21.91 MB/sec), 1508.3 ms avg latency, 8598.0 ms max latency.
116496 records sent, 23299.2 records/sec (22.22 MB/sec), 1465.1 ms avg latency, 8456.0 ms max latency.
78128 records sent, 15547.9 records/sec (14.83 MB/sec), 1710.9 ms avg latency, 9342.0 ms max latency.
120432 records sent, 24023.9 records/sec (22.91 MB/sec), 1625.8 ms avg latency, 9727.0 ms max latency.
106670 records sent, 21085.2 records/sec (20.11 MB/sec), 1359.4 ms avg latency, 9714.0 ms max latency.
100896 records sent, 20066.8 records/sec (19.14 MB/sec), 1703.8 ms avg latency, 10037.0 ms max latency.
105600 records sent, 21086.3 records/sec (20.11 MB/sec), 1563.2 ms avg latency, 10635.0 ms max latency.
105152 records sent, 20851.1 records/sec (19.89 MB/sec), 1594.6 ms avg latency, 9639.0 ms max latency.
105680 records sent, 21136.0 records/sec (20.16 MB/sec), 1519.3 ms avg latency, 9281.0 ms max latency.
113360 records sent, 22590.7 records/sec (21.54 MB/sec), 1532.2 ms avg latency, 10021.0 ms max latency.
109040 records sent, 21808.0 records/sec (20.80 MB/sec), 1517.7 ms avg latency, 10261.0 ms max latency.
97280 records sent, 19248.1 records/sec (18.36 MB/sec), 1574.3 ms avg latency, 10488.0 ms max latency.
113200 records sent, 22635.5 records/sec (21.59 MB/sec), 1547.6 ms avg latency, 10962.0 ms max latency.
113456 records sent, 22677.6 records/sec (21.63 MB/sec), 1477.2 ms avg latency, 11341.0 ms max latency.
89407 records sent, 17881.4 records/sec (17.05 MB/sec), 1618.7 ms avg latency, 10277.0 ms max latency.
102672 records sent, 20489.3 records/sec (19.54 MB/sec), 1635.5 ms avg latency, 11156.0 ms max latency.
120864 records sent, 24062.1 records/sec (22.95 MB/sec), 1459.6 ms avg latency, 11727.0 ms max latency.
106768 records sent, 21353.6 records/sec (20.36 MB/sec), 1416.7 ms avg latency, 11120.0 ms max latency.
102848 records sent, 20536.7 records/sec (19.59 MB/sec), 1552.3 ms avg latency, 11439.0 ms max latency.
103184 records sent, 20538.2 records/sec (19.59 MB/sec), 1579.6 ms avg latency, 12930.0 ms max latency.
110496 records sent, 21954.3 records/sec (20.94 MB/sec), 1559.3 ms avg latency, 13126.0 ms max latency.
114494 records sent, 22889.6 records/sec (21.83 MB/sec), 1501.8 ms avg latency, 12289.0 ms max latency.
106272 records sent, 21165.5 records/sec (20.18 MB/sec), 1431.4 ms avg latency, 10801.0 ms max latency.
94432 records sent, 18829.9 records/sec (17.96 MB/sec), 1711.7 ms avg latency, 10989.0 ms max latency.
107568 records sent, 21445.0 records/sec (20.45 MB/sec), 1678.3 ms avg latency, 11874.0 ms max latency.
116721 records sent, 23339.5 records/sec (22.26 MB/sec), 1412.4 ms avg latency, 10259.0 ms max latency.
95312 records sent, 19043.4 records/sec (18.16 MB/sec), 1512.9 ms avg latency, 10232.0 ms max latency.
102992 records sent, 20540.9 records/sec (19.59 MB/sec), 1672.6 ms avg latency, 12216.0 ms max latency.
113296 records sent, 22627.5 records/sec (21.58 MB/sec), 1540.0 ms avg latency, 11906.0 ms max latency.
112480 records sent, 22451.1 records/sec (21.41 MB/sec), 1399.6 ms avg latency, 10491.0 ms max latency.
105632 records sent, 20979.5 records/sec (20.01 MB/sec), 1570.9 ms avg latency, 11397.0 ms max latency.
128400 records sent, 25552.2 records/sec (24.37 MB/sec), 1496.5 ms avg latency, 11017.0 ms max latency.
101600 records sent, 20315.9 records/sec (19.37 MB/sec), 1598.5 ms avg latency, 9156.0 ms max latency.
118784 records sent, 23742.6 records/sec (22.64 MB/sec), 1562.8 ms avg latency, 8072.0 ms max latency.
101280 records sent, 20191.4 records/sec (19.26 MB/sec), 1467.8 ms avg latency, 7685.0 ms max latency.
98432 records sent, 19686.4 records/sec (18.77 MB/sec), 1657.2 ms avg latency, 9214.0 ms max latency.
116496 records sent, 23224.9 records/sec (22.15 MB/sec), 1426.6 ms avg latency, 9783.0 ms max latency.
96752 records sent, 19346.5 records/sec (18.45 MB/sec), 1527.4 ms avg latency, 9589.0 ms max latency.
[2022-02-12 20:16:43,890] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25005 on topic-partition testes-de-performance-96, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,894] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-96 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,895] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25005 on topic-partition testes-de-performance-30, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,897] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-30 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,899] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25005 on topic-partition testes-de-performance-42, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,900] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-42 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,904] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25005 on topic-partition testes-de-performance-54, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,906] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-54 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,906] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25005 on topic-partition testes-de-performance-0, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,907] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-0 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,908] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25005 on topic-partition testes-de-performance-66, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,909] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-66 due to org.apache.kafka.common.errors.NotLeaderOrFollowerException: For requests intended only for the leader, this error indicates that the broker is not the current leader. For requests intended for any replica, this error indicates that the broker is not a replica of the topic partition.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:16:43,918] WARN [Producer clientId=producer-1] Got error produce response with correlation id 25005 on topic-partition testes-de-performance-72, retrying (2147483646 attempts left). Error: NOT_LEADER_OR_FOLLOWER (org.apache.kafka.clients.producer.internals.Sender)
